,licence_num,licensee_name,building_name,block_house_num,level_num,unit_num,street_name,postal_code,group,address,long_lat
0,S02185J000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,982,1,1,BUANGKOK CRESCENT,530982,1,982 BUANGKOK CRESCENT,"Giant, 982, Buangkok Crescent, Buangkok, Northeast, 530982, Singapore"
1,S97166P000,COLD STORAGE SINGAPORE (1983) PTE LTD,HOUGANG GREEN SHOPPING MALL,21,1,52,HOUGANG STREET 51,538719,1,21 HOUGANG STREET 51,"UOB, 21, Hougang Street 51, Hougang, Northeast, 538719, Singapore"
2,CE15B61K000,U STARS SUPERMARKET PTE. LTD.,na,330,1,1,ANCHORVALE STREET,540330,-1,330 ANCHORVALE STREET,"UStars, 330, Anchorvale Street, Sengkang, Northeast, 540330, Singapore"
3,S02029J000,NTUC Fairprice Co-operative Ltd,HOUGANG POINT,1,2,1,HOUGANG STREET 91,538692,0,1 HOUGANG STREET 91,"UOB, 1, Hougang Street 91, Hougang, Northeast, 538692, Singapore"
4,CE04561V000,SHENG SIONG SUPERMARKET PTE LTD,na,19,1,42401,SERANGOON NORTH AVENUE 5,554913,2,19 SERANGOON NORTH AVENUE 5,"UOB, 19, Serangoon North Avenue 5, Serangoon North, Seletar Hills, Central, 554913, Singapore"
5,CE14L50J000,NTUC Fairprice Co-operative Ltd,THE SELETAR MALL,33,B2,24,SENGKANG WEST AVENUE,797653,0,33 SENGKANG WEST AVENUE,"UOB, 33, Sengkang West Avenue, Fernvale, Central, 797653, Singapore"
6,CE12H94B000,PRIME SUPERMARKET (1996) PTE LTD,MUTLI STOREY CAR PARK,542B,2,1,SERANGOON NORTH AVENUE 3,552542,4,542B SERANGOON NORTH AVENUE 3,"Serangoon North Avenue 3, Serangoon North, Seletar Hills, Central, 550535, Singapore"
7,CE16913J000,SHENG SIONG SUPERMARKET PTE LTD,FERNVALE RIVERGROVE,473,1,6,FERNVALE STREET,790473,2,473 FERNVALE STREET,"473, Fernvale Street, Seletar, Fernvale, Central, 790473, Singapore"
8,CE15042P000,D-RON INVESTMENTS PTE. LTD.,PPT LODGE 1B,2,1,38,SELETAR NORTH LINK,797601,-1,2 SELETAR NORTH LINK,"Seletar North Link, Seletar, Singapore, Central, 821415, Singapore"
9,CE15023A000,GW TRADER PTE. LTD.,PPT LODGE 1A,8,G1,3,SELETAR NORTH LINK,797455,-1,8 SELETAR NORTH LINK,"Seletar North Link, Seletar, Singapore, Central, 821415, Singapore"
10,CE11N78X000,HONG AIK PTE LTD,na,19,na,0,SELETAR WEST FARMWAY 6,798049,-1,19 SELETAR WEST FARMWAY 6,"Seletar West Farmway 6, Seletar, Seletar Hills, Central, 799330, Singapore"
11,NE11909C000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,683,1,903,HOUGANG AVENUE 8,530683,1,683 HOUGANG AVENUE 8,"UOB, 683, Hougang Avenue 8, Hougang, Northeast, 530683, Singapore"
12,S02027L000,NTUC Fairprice Co-operative Ltd,na,682,1,310,HOUGANG AVENUE 4,530682,0,682 HOUGANG AVENUE 4,"NTUC Fairprice, 682, Hougang Avenue 4, Hougang, Northeast, 530682, Singapore"
13,CE13R25C000,NTUC Fairprice Co-operative Ltd,na,447A,1,2,JALAN KAYU,791447,0,447A JALAN KAYU,"UOB, 447A, Jalan Kayu, Fernvale, Central, 791447, Singapore"
14,CE13S05E000,LABIBA ENTERPRISE PTE. LTD.,na,249,na,0,JALAN KAYU,799473,-1,249 JALAN KAYU,"249, Jalan Kayu, Seletar, Fernvale, Central, 799442, Singapore"
15,S93171X000,ANG MO SUPERMARKET PTE LTD,na,642,1,197,HOUGANG AVENUE 8,530642,-1,642 HOUGANG AVENUE 8,"642, Hougang Avenue 8, Hougang, Northeast, 530644, Singapore"
16,CE06M36N000,NTUC Fairprice Co-operative Ltd,na,53,B2,26,ANG MO KIO AVENUE 3,569933,0,53 ANG MO KIO AVENUE 3,"Cheers, 53, Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 569922, Singapore"
17,CE12J32X000,NTUC Fairprice Co-operative Ltd,ITE COLLEGE CENTRAL,2,1,12,ANG MO KIO DRIVE,567720,0,2 ANG MO KIO DRIVE,"ITE College Central, 2, Ang Mo Kio Drive, Ang Mo Kio, Seletar Hills, Central, 567720, Singapore"
18,CE11P32L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"GREENWICH, THE",1,1,11,SELETAR ROAD,807011,1,1 SELETAR ROAD,"UOB, 1, Seletar Road, Serangoon North, Seletar Hills, Central, 807011, Singapore"
19,CE11N90C000,NTUC Fairprice Co-operative Ltd,na,712,1,4056,ANG MO KIO AVENUE 6,560712,0,712 ANG MO KIO AVENUE 6,"NTUC FairPrice, 712, Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 560712, Singapore"
20,S02169J000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,525,1,2401,ANG MO KIO AVENUE 10,560525,1,525 ANG MO KIO AVENUE 10,"Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560561, Singapore"
21,B98014C000,NTUC Fairprice Co-operative Ltd,na,215,1,877,ANG MO KIO AVENUE 1,560215,0,215 ANG MO KIO AVENUE 1,"UOB, 215, Ang Mo Kio Avenue 1, Ang Mo Kio, Singapore, Central, 560215, Singapore"
22,B02015J000,SHENG SIONG SUPERMARKET PTE LTD,na,122,1,1753,ANG MO KIO AVENUE 3,560122,2,122 ANG MO KIO AVENUE 3,"Ang Mo Kio Avenue 3, Sin Ming, Singapore, Central, 560233, Singapore"
23,CE05096V000,COLD STORAGE SINGAPORE (1983) PTE LTD,MULTI STOREY CAR PARK,316B,1,11,ANG MO KIO STREET 31,563316,1,316B ANG MO KIO STREET 31,"Ang Mo Kio Street 31, Ang Mo Kio, Singapore, Central, 569839, Singapore"
24,CE04334P000,SHENG SIONG SUPERMARKET PTE LTD,na,233,1,1168,ANG MO KIO AVENUE 3,560233,2,233 ANG MO KIO AVENUE 3,"233, Ang Mo Kio Avenue 3, Sin Ming, Singapore, Central, 560233, Singapore"
25,CE13401C000,G8 MART PTE. LTD.,na,421,1,1161,ANG MO KIO AVENUE 10,560421,-1,421 ANG MO KIO AVENUE 10,"421, Ang Mo Kio Avenue 10, Ang Mo Kio, Central, 560420, Singapore"
26,S02021B000,NTUC Fairprice Co-operative Ltd,na,510,1,520,BISHAN STREET 13,570510,0,510 BISHAN STREET 13,"UOB, 510, Bishan Street 13, Bishan, Central, 570510, Singapore"
27,S02023V000,NTUC Fairprice Co-operative Ltd,JUNCTION 8 SHOPPING CENTRE,9,B1,20,BISHAN PLACE,579837,0,9 BISHAN PLACE,"GV Bishan, 9, Bishan Place, Bishan, Singapore, Central, 579841, Singapore"
28,CE09512V000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,512,1,524,BISHAN STREET 13,570512,1,512 BISHAN STREET 13,"Bishan Street 13, Bishan, Central, 579799, Singapore"
29,S94081C000,NTUC Fairprice Co-operative Ltd,na,279,1,62/64,BISHAN STREET 24,570279,0,279 BISHAN STREET 24,"NTUC FairPrice, 279, Bishan Street 24, Bishan, Singapore, Central, 570279, Singapore"
30,S02020C000,TAN SUAN GUAY,na,116,1,32,BISHAN STREET 12,570116,-1,116 BISHAN STREET 12,"116, Bishan Street 12, Bishan, Singapore, Central, 570118, Singapore"
31,S02056B000,NTUC Fairprice Co-operative Ltd,THOMSON PLAZA,301,3,25,UPPER THOMSON ROAD,574408,0,301 UPPER THOMSON ROAD,"Upper Thomson Road, Sin Ming, Singapore, Central, 574369, Singapore"
32,S02058V000,SHENG SIONG SUPERMARKET PTE LTD,THOMSON IMPERIAL COURT,200,B1,1,UPPER THOMSON ROAD,574424,2,200 UPPER THOMSON ROAD,"Upper Thomson Road, Sin Ming, Singapore, Central, 574369, Singapore"
33,S02057A000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,181,1,602,LORONG 4 TOA PAYOH,310181,1,181 LORONG 4 TOA PAYOH,"Lorong 4 Toa Payoh, Toa Payoh, Singapore, Central, 319579, Singapore"
34,S02204N000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,260,1,1,KIM KEAT AVENUE,310260,1,260 KIM KEAT AVENUE,"Giant, 260, Kim Keat Avenue, Farrer Park Gardens, Whampoa, Singapore, Central, 310260, Singapore"
35,S02051L000,NTUC Fairprice Co-operative Ltd,na,192,1,672,LORONG 4 TOA PAYOH,310192,0,192 LORONG 4 TOA PAYOH,"Lorong 4 Toa Payoh, Farrer Park Gardens, Toa Payoh, Singapore, Central, 310192, Singapore"
36,S02103A000,NTUC Fairprice Co-operative Ltd,HDB HUB,500,na,0,LORONG 6 TOA PAYOH,310500,0,500 LORONG 6 TOA PAYOH,"Lorong 6 Toa Payoh, Toa Payoh, Singapore, Central, 310020, Singapore"
37,S97079B000,SHENG SIONG SUPERMARKET PTE LTD,na,4,1,107,LORONG 7 TOA PAYOH,310004,2,4 LORONG 7 TOA PAYOH,"4, Lorong 7 Toa Payoh, Toa Payoh, Singapore, Central, 319320, Singapore"
38,W02074L000,COLD STORAGE SINGAPORE (1983) PTE LTD,NOVENA SQUARE,238,1,28/29,THOMSON ROAD,307683,1,238 THOMSON ROAD,"238, Thomson Road, Logan, Wilkes County, Georgia, 30673, USA"
39,W02064P000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,36A,1,44,DUNEARN ROAD,309426,1,36A DUNEARN ROAD,"Dunearn Road, Novena, Singapore, Central, 299551, Singapore"
40,CE15729L000,COLD STORAGE SINGAPORE (1983) PTE LTD,NOVENA REGENCY,275,1,39/42,THOMSON ROAD,307645,1,275 THOMSON ROAD,"275, Thomson Road, Logan, Wilkes County, Georgia, 30673, USA"
41,CE13O90C000,NTUC Fairprice Co-operative Ltd,na,20,2,1,AH HOOD ROAD,329984,0,20 AH HOOD ROAD,"Pistachio Grill, 20, Ah Hood Road, Balestier, Singapore, Central, 329984, Singapore"
42,CE06L48L000,NTUC Fairprice Co-operative Ltd,SQUARE 2,10,4,47/48,SINARAN DRIVE,307506,0,10 SINARAN DRIVE,"Real Food, 10, Sinaran Drive, Farrer Park Gardens, Balestier, Singapore, Central, 307506, Singapore"
43,W02084J000,NTUC Fairprice Co-operative Ltd,na,360,B1,0,BALESTIER ROAD,329783,0,360 BALESTIER ROAD,"Balestier Road, Farrer Park Gardens, Balestier, Singapore, Central, 329901, Singapore"
44,CE07T39B000,L M MEAT PTE. LTD,SQUARE 2,10,4,55,SINARAN DRIVE,307506,-1,10 SINARAN DRIVE,"Real Food, 10, Sinaran Drive, Farrer Park Gardens, Balestier, Singapore, Central, 307506, Singapore"
45,C02025V000,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE JELITA,293,na,0,HOLLAND ROAD,278628,1,293 HOLLAND ROAD,"Holland Road, Tanglin, Singapore, Central, 257718, Singapore"
46,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,CLUNY COURT,501,1,2,BUKIT TIMAH ROAD,259760,1,501 BUKIT TIMAH ROAD,"Bukit Timah Road, Farrer Park Gardens, Newton Circus, Singapore, Central, 229899, Singapore"
47,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,HOLLAND ROAD SHOPPING CENTRE,211,1,5,HOLLAND AVENUE,278967,1,211 HOLLAND AVENUE,"211, Holland Avenue, Medford, Suffolk County, New York, 11763, USA"
48,NW08477X000,NTUC Fairprice Co-operative Ltd,na,36,1,3,HOLLAND DRIVE,270036,0,36 HOLLAND DRIVE,"36, Holland Drive, Palmyra Township, Wayne County, Pennsylvania, 18428, USA"
49,W02430L000,THE FISHWIVES PTE. LTD.,(PART OF) CLUNY COURT,501,1,05B,BUKIT TIMAH ROAD,259760,-1,501 BUKIT TIMAH ROAD,"Bukit Timah Road, Farrer Park Gardens, Newton Circus, Singapore, Central, 229899, Singapore"
50,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,na,44,1,50,JALAN MERAH SAGA,278116,-1,44 JALAN MERAH SAGA,"Phoon Huat, 44, Jalan Merah Saga, Bukit Timah, Northwest, 278116, Singapore"
51,CE07783P000,SHENG SIONG SUPERMARKET PTE LTD,MULTI STOREY CAR PARK,88,1,10,TANGLIN HALT ROAD,141088,2,88 TANGLIN HALT ROAD,"Sheng Siong, 88, Tanglin Halt Road, Queenstown, Singapore, Central, 141090, Singapore"
52,CE07411A000,CULINA PTE LTD,PART OF,8,1,13,DEMPSEY ROAD,247696,-1,8 DEMPSEY ROAD,"8, Dempsey Road, Prince Edward County, Ontario, K8V 5W5, Canada"
53,CE15F60K000,HUBER'S PTE. LTD.,1st & 2nd storey,22,na,0,DEMPSEY ROAD,249679,-1,22 DEMPSEY ROAD,"HUBER’S BUTCHERY @ DEMPSEY, 22, Dempsey Road, Tanglin, Singapore, Central, 249679, Singapore"
54,W70029L000,NTUC Fairprice Co-operative Ltd,na,170,1,1147,STIRLING ROAD,140170,0,170 STIRLING ROAD,"NTUC Fairprice, 170, Stirling Road, Queenstown, Singapore, Central, 140164, Singapore"
55,CE07569B000,COLD STORAGE SINGAPORE (1983) PTE LTD,ANCHOR POINT,370,B1,42554,ALEXANDRA ROAD,159953,1,370 ALEXANDRA ROAD,"Alexandra Road, Queenstown, Singapore, Central, 159959, Singapore"
56,CE15J25N000,SHENG SIONG SUPERMARKET PTE LTD,MULTI STOREY CAR PARK,85,1,1,DAWSON ROAD,141085,2,85 DAWSON ROAD,"85, Dawson Road, Center Township, Indiana County, Pennsylvania, 15713, USA"
57,CE05487V000,NTUC Fairprice Co-operative Ltd,na,1,1,4500,JALAN BUKIT MERAH,150001,0,1 JALAN BUKIT MERAH,"UOB, 1, Jalan Bukit Merah, Queenstown, Singapore, Central, 150001, Singapore"
58,CE04086K000,NTUC Fairprice Co-operative Ltd,DAWSON PLACE,57,1,1,DAWSON ROAD,142057,0,57 DAWSON ROAD,"NTUC Fairprice, 57, Dawson Road, Queenstown, Singapore, Central, 142057, Singapore"
59,CE07B77K000,L M MEAT PTE. LTD,ANCHORPOINT,370,B1,58,ALEXANDRA ROAD,159953,-1,370 ALEXANDRA ROAD,"Alexandra Road, Queenstown, Singapore, Central, 159959, Singapore"
60,W74072X000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,8,1,171,TELOK BLANGAH CRESCENT,090008,1,8 TELOK BLANGAH CRESCENT,"8, Telok Blangah Crescent, Radin Mas, Tiong Bahru, Singapore, Central, 90009, Singapore"
61,W02083K000,NTUC Fairprice Co-operative Ltd,02-3531 BUKIT MERAH AREA OFFICE,166,1,3527,BUKIT MERAH CENTRAL,150166,0,166 BUKIT MERAH CENTRAL,"Bukit Merah Branch Office, 166, Bukit Merah Central, Radin Mas, Tiong Bahru, Singapore, Central, 150166, Singapore"
62,CE15G35E000,NTUC Fairprice Co-operative Ltd,na,20,1,13,LENGKOK BAHRU,159053,0,20 LENGKOK BAHRU,"Enabling Village, 20, Lengkok Bahru, Radin Mas, Tiong Bahru, Singapore, Central, 159053, Singapore"
63,CE06044N000,NTUC Fairprice Co-operative Ltd,VALLEY POINT,491,1,14,RIVER VALLEY ROAD,248371,0,491 RIVER VALLEY ROAD,"491, River Valley Road, Pleasant Township, Warren County, Pennsylvania, 16329, USA"
64,W72014K000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,86,1,610,REDHILL CLOSE,150086,1,86 REDHILL CLOSE,"Redhill Close, Radin Mas, Tiong Bahru, Singapore, Central, 150078, Singapore"
65,W02086C000,NTUC Fairprice Co-operative Ltd,na,50,1,755,HAVELOCK ROAD,160050,0,50 HAVELOCK ROAD,"50, Havelock Road, Sidley, Rother, East Sussex, South East, England, TN39 4AH, UK"
66,CE08015J000,NTUC Fairprice Co-operative Ltd,KAI FOOK MANSION,18 /20,na,0,KIM TIAN ROAD,169252,0,18 /20 KIM TIAN ROAD,"Kim Tian Road, Radin Mas, Tiong Bahru, Singapore, Central, 169252, Singapore"
67,W02072P000,NTUC Fairprice Co-operative Ltd,TIONG BAHRU PLAZA,302,B1,1,TIONG BAHRU ROAD,168732,0,302 TIONG BAHRU ROAD,"Tiong Bahru Road, Tiong Bahru Estate, Tiong Bahru, Singapore, Central, 163028, Singapore"
68,W02068J000,COLD STORAGE SINGAPORE (1983) PTE LTD,GREAT WORLD CITY,1,B1,18/19,KIM SENG PROMENADE,237994,1,1 KIM SENG PROMENADE,"Great World City, 1, Kim Seng Promenade, Robertson Quay, Tiong Bahru, Singapore, Central, 237994, Singapore"
69,CE10G36A000,FOUR SEASONS ORGANIC MARKET PTE. LTD.,GREAT WORLD CITY,1,B2,42557,KIM SENG PROMENADE,237994,-1,1 KIM SENG PROMENADE,"Great World City, 1, Kim Seng Promenade, Robertson Quay, Tiong Bahru, Singapore, Central, 237994, Singapore"
70,CE14P57N000,FASSLER GOURMET PTE LTD,TIONG BAHRU ESTATE,55,1,55,TIONG BAHRU ROAD,160055,-1,55 TIONG BAHRU ROAD,"Sin Hoi Sai, 55, Tiong Bahru Road, Chinatown, Outram, Singapore, Central, 160055, Singapore"
71,CE06837J000,THE BUTCHER'S DOG PTE. LTD.,GREAT WORLD CITY,1,B2,42715,KIM SENG PROMENADE,237994,-1,1 KIM SENG PROMENADE,"Great World City, 1, Kim Seng Promenade, Robertson Quay, Tiong Bahru, Singapore, Central, 237994, Singapore"
72,CE13R41C000,SECRETS FINE FOOD PTE. LTD.,TIONG BAHRU ESTATE,55,1,2,TIONG BAHRU ROAD,160055,-1,55 TIONG BAHRU ROAD,"Sin Hoi Sai, 55, Tiong Bahru Road, Chinatown, Outram, Singapore, Central, 160055, Singapore"
73,CE11C49E000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,26,1,7,JALAN MEMBINA,161026,1,26 JALAN MEMBINA,"Giant, 26, Jalan Membina, Radin Mas, Tiong Bahru, Singapore, Central, 169485, Singapore"
74,CE10I13B000,FOODIE MARKET PLACE PTE LTD,na,225,na,0,OUTRAM ROAD,169038,-1,225 OUTRAM ROAD,"Outram Road, Chinatown, Outram, Singapore, Central, 169040, Singapore"
75,CE12H50C000,NTUC Fairprice Co-operative Ltd,100 AM,100,B1,1,TRAS STREET,079027,0,100 TRAS STREET,"NTUC Fairprice Finest, 100, Tras Street, Chinatown, Tanjong Pagar, Singapore, Central, 79027, Singapore"
76,W02092J000,NTUC Fairprice Co-operative Ltd,na,5,1,1,TANJONG PAGAR PLAZA,081005,0,5 TANJONG PAGAR PLAZA,
77,CE10G35B000,FOUR SEASONS GOURMET MARKET PTE. LTD.,#B2-44/45/48/49/50,8A,na,0,MARINA BOULEVARD,018984,-1,8A MARINA BOULEVARD,"8, Marina Boulevard, Fort Lauderdale, Broward County, Florida, 33315, USA"
78,CE14G71E000,COLD STORAGE SINGAPORE (1983) PTE LTD,ALTEZ (UNITS: #01-05/06/07/08),16,na,0,ENGGOR STREET,079717,1,16 ENGGOR STREET,"Altez, 16, Enggor Street, Chinatown, Tanjong Pagar, Singapore, Central, 079911, Singapore"
79,CE13Z38L000,AP HOUSE PTE. LTD.,"ASIA SQUARE TOWER 2 (3 Units: 6, 7 & 8)",12,1,42588,MARINA VIEW,018961,-1,12 MARINA VIEW,"The Westin Singapore, 12, Marina View, Chinatown, Shenton Way, Singapore, Central, 018961, Singapore"
80,CE10K82J000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,2,B2,46,BAYFRONT AVENUE,018972,1,2 BAYFRONT AVENUE,"Bread Street Kitchen Singapore, 2, Bayfront Avenue, Chinatown, Marina South, Singapore, Central, 18957, Singapore"
81,CE12Y69L000,LOTTE MART PTE. LTD.,na,67,1,0,TANJONG PAGAR ROAD,088488,-1,67 TANJONG PAGAR ROAD,"Koryo Mart, 67, Tanjong Pagar Road, Chinatown, Tanjong Pagar, Singapore, Central, 088488, Singapore"
82,CE09874X000,AL MARCHE PTE LTD,"SAIL @ MARINA BAY, THE",2,B1,5,MARINA BOULEVARD,018987,-1,2 MARINA BOULEVARD,"2, Marina Boulevard, Fort Lauderdale, Broward County, Florida, 33315, USA"
83,W02332N000,SHENG SIONG SUPERMARKET PTE LTD,na,52,1,25,CHIN SWEE ROAD,160052,2,52 CHIN SWEE ROAD,"The Seacare Hotel, 52, Chin Swee Road, Robertson Quay, Outram, Singapore, Central, 169875, Singapore"
84,W02076J000,HONG HENG SENG,na,5,3,92,BANDA STREET,050005,-1,5 BANDA STREET,"Food Court, 5, Banda Street, Chinatown, Tanjong Pagar, Singapore, Central, 050005, Singapore"
85,W02099P000,WAN SIEW YOONG,na,4,2,103,SAGO LANE,050004,-1,4 SAGO LANE,"Sago Lane, Chinatown, Tanjong Pagar, Singapore, Central, 058840, Singapore"
86,W03467A000,COLD STORAGE SINGAPORE (1983) PTE LTD,FUNAN THE IT MALL,109,B1,42463,NORTH BRIDGE ROAD,179097,1,109 NORTH BRIDGE ROAD,"109, Bridge Road, Forties, Chester District Municipality, Lunenburg County, Nova Scotia, Canada"
87,W02080P000,COLD STORAGE SINGAPORE (1983) PTE LTD,RAFFLES CITY SHOPPING CENTRE,252,B1,1,NORTH BRIDGE ROAD,179103,1,252 NORTH BRIDGE ROAD,"252, North Bridge Road, DeKalb, DeKalb County, Illinois, 60115, USA"
88,W90084A000,NTUC Fairprice Co-operative Ltd,CHINATOWN POINT,133,B1,1,NEW BRIDGE ROAD,059413,0,133 NEW BRIDGE ROAD,"McDonald's, 133, New Bridge Road, Chinatown, Outram, Singapore, Central, 059413, Singapore"
89,CE14938E000,SONG FISH DEALER PTE LTD,CHINATOWN POINT,133,B1,26,NEW BRIDGE ROAD,059413,-1,133 NEW BRIDGE ROAD,"McDonald's, 133, New Bridge Road, Chinatown, Outram, Singapore, Central, 059413, Singapore"
90,CE13Z03L000,COLD STORAGE SINGAPORE (1983) PTE LTD,SUNTEC CITY MALL,3,B1,148,TEMASEK BOULEVARD,038983,1,3 TEMASEK BOULEVARD,"UOB, 3, Temasek Boulevard, Clarke Quay, Suntec City, Singapore, Central, 38983, Singapore"
91,CE15E72J000,EPICUREAN CONCEPTS MARINA SQUARE PTE. LTD.,MARINA SQUARE,6,1,21,RAFFLES BOULEVARD,039594,-1,6 RAFFLES BOULEVARD,"Marina Square, 6, Raffles Boulevard, Clarke Quay, Suntec City, Singapore, Central, 039594, Singapore"
92,CE15N29C000,BOZZ INTERNATIONAL PTE. LTD.,MARINA SQUARE,6,3,130A,RAFFLES BOULEVARD,039594,-1,6 RAFFLES BOULEVARD,"Marina Square, 6, Raffles Boulevard, Clarke Quay, Suntec City, Singapore, Central, 039594, Singapore"
93,W02081N000,LOH NYEN YIU,GOLDEN MILE COMPLEX,5001,2,64,BEACH ROAD,199588,-1,5001 BEACH ROAD,"Beach Road, Bondi Beach, Sydney, Waverley, NSW, 2026, Australia"
94,W02091K000,NTUC Fairprice Co-operative Ltd,ROCHOR CENTRE,1,1,640,ROCHOR ROAD,180001,0,1 ROCHOR ROAD,"Rochor Road, Clarke Quay, Suntec City, Singapore, Central, 189720, Singapore"
95,CE15198A000,DEARN KAPAG PTE. LTD.,GOLDEN MILE COMPLEX,5001,1,36,BEACH ROAD,199588,-1,5001 BEACH ROAD,"Beach Road, Bondi Beach, Sydney, Waverley, NSW, 2026, Australia"
96,CE12096L000,SHENG SIONG SUPERMARKET PTE LTD,NEW WORLD CENTRE,1,B1,44621,JALAN BERSEH,209037,2,1 JALAN BERSEH,"UOB, 1, Jalan Berseh, Little India, Singapore, Central, 209037, Singapore"
97,CE04136B000,SHENG SIONG SUPERMARKET PTE LTD,na,2,B2,1,SERANGOON ROAD,218227,2,2 SERANGOON ROAD,"Serangoon Road, Little India, Singapore, Central, 218153, Singapore"
98,E02140N000,SHENG SIONG SUPERMARKET PTE LTD,NEW WORLD CENTRE,1,B1,2,JALAN BERSEH,209037,2,1 JALAN BERSEH,"UOB, 1, Jalan Berseh, Little India, Singapore, Central, 209037, Singapore"
99,CE15F83X000,PARDESHI PTE. LTD.,na,60,na,0,DESKER ROAD,209586,-1,60 DESKER ROAD,"60, Desker Road, Little India, Singapore, Central, 200642, Singapore"
100,W02075K000,COLD STORAGE SINGAPORE (1983) PTE LTD,BUGIS JUNCTION,230,B1,16,VICTORIA STREET,188024,1,230 VICTORIA STREET,"230, Victoria Street, Springhill, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0M 1X0, Canada"
101,CE11H82X000,"JEWISH WELFARE BOARD, SINGAPORE",JEWISH SYNAGOGUE,24,2,1,WATERLOO STREET,187950,-1,24 WATERLOO STREET,"Waterloo Street, Clarke Quay, Bras Basah, Singapore, Central, 187958, Singapore"
102,CE16445A000,MAHOTA FOOD PTE. LTD.,KITCHENER COMPLEX,809,3,31,FRENCH ROAD,200809,-1,809 FRENCH ROAD,"French Road, Wade, Detroit, Wayne County, Michigan, 48213, USA"
103,W03142N000,MUSTAFA HOLDINGS PTE LTD,na,147,na,0,SYED ALWI ROAD,207706,-1,147 SYED ALWI ROAD,"Mustafa Centre, 147, Syed Alwi Road, Little India, Singapore, Central, 218108, Singapore"
104,CE13Z98K000,NTUC Fairprice Co-operative Ltd,KITCHENER COMPLEX,808,1,1,FRENCH ROAD,200808,0,808 FRENCH ROAD,"French Road, Wade, Detroit, Wayne County, Michigan, 48213, USA"
105,CE14G73B000,COLD STORAGE SINGAPORE (1983) PTE LTD,APERIA,12,1,47,KALLANG AVENUE,339511,1,12 KALLANG AVENUE,"Boulder+, 12, Kallang Avenue, Farrer Park Gardens, Kallang, Singapore, Central, 339511, Singapore"
106,CE09H10X000,NTUC Fairprice Co-operative Ltd,CITY SQUARE MALL,180,B1,42652,KITCHENER ROAD,208539,0,180 KITCHENER ROAD,"180, Kitchener Road, Milford, Devonport-Takapuna, Auckland, 0620, New Zealand/Aotearoa"
107,CE15H95V000,SONG FISH DEALER PTE LTD,CITY SQUARE MALL,180,B1,7,KITCHENER ROAD,208539,-1,180 KITCHENER ROAD,"180, Kitchener Road, Milford, Devonport-Takapuna, Auckland, 0620, New Zealand/Aotearoa"
108,E02042P000,PRIME SUPERMARKET LIMITED?,na,803,1,154,KING GEORGE'S AVENUE,200803,3,803 KING GEORGE'S AVENUE,"UOB, 803, King George's Avenue, Kallang, Singapore, Central, 200803, Singapore"
109,CE12546B000,SHENG SIONG SUPERMARKET PTE LTD,"#01-02, #02-01/02/03/04/05 BCH@301",301,na,0,GEYLANG ROAD,389344,2,301 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
110,CE07D83B000,NTUC Fairprice Co-operative Ltd,MULTI STOREY CAR PARK,5,1,5,UPPER BOON KENG ROAD,380005,0,5 UPPER BOON KENG ROAD,"UOB, 5, Upper Boon Keng Road, Kallang Heights, Mei Hwan, Southeast, 380005, Singapore"
111,E73010V000,SHENG SIONG SUPERMARKET PTE LTD,na,11,1,901,UPPER BOON KENG ROAD,380011,2,11 UPPER BOON KENG ROAD,"Ban Soon Bicycle Shop, 11, Upper Boon Keng Road, Mei Hwan, Southeast, 380011, Singapore"
112,CE05295K000,NTUC Fairprice Co-operative Ltd,na,71,2,531,KALLANG BAHRU,330071,0,71 KALLANG BAHRU,"NTUC FairPrice, 71, Kallang Bahru, Farrer Park Gardens, Kallang, Singapore, Central, 330071, Singapore"
113,CE14Q85A000,B & S MINI MART PTE. LTD.,na,310,na,0,GEYLANG ROAD,389349,-1,310 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
114,CE10085L000,PRB TRADING PTE. LTD.,#B1-01 & #01-01,230,na,0,GEYLANG ROAD,389290,-1,230 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
